;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches
0;6281.586;91449224.0;91875944.0;48100;378;12711.612;293738530.0;299778600.0;108;4
1;5983.34;83044500.0;83424270.0;48100;378;12709.3125;293671940.0;299711330.0;108;4
2;5816.3413;78450830.0;78803304.0;48100;378;12699.504;293372600.0;299408600.0;108;4
3;5661.066;74352370.0;74679976.0;48100;378;12675.586;292618020.0;298645220.0;108;4
4;5525.142;70807010.0;71113990.0;48100;378;12630.2295;291147070.0;297157000.0;108;4
5;5383.1714;67305920.0;67592450.0;48100;378;12555.844;288685150.0;294665570.0;108;4
6;5246.369;63976390.0;64243456.0;48100;378;12444.855;284957570.0;290892500.0;108;4
7;5114.7837;60822188.0;61071490.0;48100;378;12289.658;279696130.0;285565060.0;108;4
8;4986.6953;57807980.0;58040464.0;48100;378;12081.929;272625700.0;278403740.0;108;4
9;4859.6147;54906744.0;55123156.0;48100;378;11812.327;263484290.0;269142370.0;108;4
10;4737.2915;52100636.0;52301716.0;48100;378;11470.7;252050460.0;257554830.0;108;4
11;4620.5713;49455084.0;49642064.0;48100;378;11049.807;238279000.0;243591970.0;108;4
12;4504.516;46903964.0;47076970.0;48100;378;10546.53;222276480.0;227359060.0;108;4
13;4389.0415;44412516.0;44573680.0;48100;378;9964.819;204362340.0;209177540.0;108;4
14;4273.5024;42069800.0;42218980.0;48100;378;9311.064;185035680.0;189548560.0;108;4
15;4160.684;39913696.0;40051356.0;48100;378;8600.453;165000260.0;169183230.0;108;4
16;4043.8079;37833750.0;37964120.0;48100;378;7847.8813;144993820.0;148827800.0;108;4
17;3926.1323;35869470.0;35993840.0;48100;378;7080.6357;125632690.0;129107096.0;108;4
18;3802.1892;34041424.0;34158484.0;48100;378;6349.6685;107473290.0;110584830.0;108;4
19;3679.2593;32300926.0;32414526.0;48100;378;5651.9575;90837780.0;93590570.0;108;4
20;3559.9756;30694176.0;30805060.0;48100;378;5032.0254;75954010.0;78355440.0;108;4
21;3438.651;29186910.0;29293006.0;48100;378;4453.771;62973784.0;65038050.0;108;4
22;3320.6392;27777920.0;27879944.0;48100;378;3966.7393;51984370.0;53730830.0;108;4
23;3215.0317;26534752.0;26632108.0;48100;378;3598.2234;43132530.0;44586836.0;108;4
24;3097.2463;25256904.0;25349106.0;48100;378;3598.2925;36605316.0;37798050.0;108;4
25;3042.6401;24744160.0;24833834.0;48100;378;3788.0093;32567930.0;33530518.0;108;4
26;2986.9832;24155846.0;24241902.0;48100;378;4063.2395;31170134.0;31939010.0;108;4
27;2957.829;23764900.0;23847856.0;48100;378;4388.1074;32272180.0;32883368.0;108;4
28;2921.2717;23514828.0;23596284.0;48100;378;4814.327;35477470.0;35959064.0;108;4
29;2909.9592;23395412.0;23475448.0;48100;378;5249.923;39925920.0;40307970.0;108;4
30;2913.17;23465962.0;23545250.0;48100;378;5659.8354;44422164.0;44729480.0;108;4
31;2902.3887;23418344.0;23498514.0;48100;378;5947.5635;47876176.0;48130400.0;108;4
32;2885.781;23316222.0;23396572.0;48100;378;6080.312;49768296.0;49987908.0;108;4
33;2867.859;23181832.0;23261426.0;48100;378;6078.8545;50027530.0;50228444.0;108;4
34;2840.8386;22965556.0;23044316.0;48100;378;5957.0625;48673896.0;48867708.0;108;4
35;2814.3628;22757254.0;22834878.0;48100;378;5753.399;46258320.0;46446820.0;108;4
36;2787.296;22536034.0;22612456.0;48100;378;5489.775;43168704.0;43356536.0;108;4
37;2762.8313;22323118.0;22399142.0;48100;378;5200.749;39897428.0;40091256.0;108;4
38;2742.8904;22134974.0;22210128.0;48100;378;4935.311;37011984.0;37212304.0;108;4
39;2731.0925;22031576.0;22105190.0;48100;378;4693.749;34463144.0;34671330.0;108;4
40;2716.9497;21853184.0;21926084.0;48100;378;4502.8735;32262502.0;32474576.0;108;4
41;2708.403;21726796.0;21799034.0;48100;378;4353.0664;30442916.0;30661864.0;108;4
42;2689.8455;21508402.0;21579210.0;48100;378;4235.692;28972256.0;29198678.0;108;4
43;2692.4536;21505832.0;21575942.0;48100;378;4154.6396;27860288.0;28093684.0;108;4
44;2692.612;21483156.0;21554596.0;48100;378;4093.2114;26976802.0;27217864.0;108;4
45;2687.7798;21411884.0;21483270.0;48100;378;4032.0688;26253328.0;26505102.0;108;4
46;2696.8452;21485454.0;21555682.0;48100;378;3960.5642;25663706.0;25928936.0;108;4
47;2696.124;21452310.0;21522970.0;48100;378;3868.4094;25116762.0;25400196.0;108;4
48;2694.2012;21423482.0;21493304.0;48100;378;3747.4429;24556328.0;24860060.0;108;4
49;2694.8962;21434374.0;21503710.0;48100;378;3596.7612;23975902.0;24301464.0;108;4
