;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches
0;6735.561;102488860.0;102917800.0;48100;378;14144.576;362605150.0;364133120.0;108;4
1;6519.609;96025090.0;96412310.0;48100;378;14142.416;362532030.0;364060130.0;108;4
2;6383.3765;91764824.0;92125420.0;48100;378;14135.709;362309200.0;363837660.0;108;4
3;6259.843;88005200.0;88342264.0;48100;378;14120.143;361786900.0;363316380.0;108;4
4;6134.1304;84384450.0;84698590.0;48100;378;14090.744;360788260.0;362319040.0;108;4
5;6009.8784;80896370.0;81189850.0;48100;378;14042.781;359137120.0;360669570.0;108;4
6;5883.8643;77548030.0;77821620.0;48100;378;13972.043;356671420.0;358205820.0;108;4
7;5761.571;74350480.0;74604720.0;48100;378;13874.719;353240200.0;354776640.0;108;4
8;5638.644;71231250.0;71466696.0;48100;378;13747.42;348705540.0;350243260.0;108;4
9;5513.5547;68156580.0;68373304.0;48100;378;13588.064;342981600.0;344520030.0;108;4
10;5387.7783;65124920.0;65324972.0;48100;378;13395.998;336035940.0;337574530.0;108;4
11;5267.73;62311804.0;62495164.0;48100;378;13171.764;327883200.0;329421570.0;108;4
12;5146.894;59626010.0;59793356.0;48100;378;12917.522;318589920.0;320128200.0;108;4
13;5030.128;57057796.0;57209984.0;48100;378;12635.572;308239940.0;309778370.0;108;4
14;4918.4185;54616496.0;54755010.0;48100;378;12327.539;296903070.0;298441180.0;108;4
15;4808.675;52295896.0;52420170.0;48100;378;11994.705;284666800.0;286203620.0;108;4
16;4703.801;50083616.0;50196280.0;48100;378;11637.641;271600500.0;273134100.0;108;4
17;4601.38;48000836.0;48099256.0;48100;378;11255.962;257767200.0;259294780.0;108;4
18;4505.4854;46059096.0;46145630.0;48100;378;10847.838;243233920.0;244751140.0;108;4
19;4417.089;44269344.0;44344620.0;48100;378;10409.746;228036800.0;229538300.0;108;4
20;4331.137;42594190.0;42660444.0;48100;378;9937.713;212226260.0;213704590.0;108;4
21;4249.0044;41024884.0;41085580.0;48100;378;9440.103;195931100.0;197377980.0;108;4
22;4168.636;39532270.0;39588410.0;48100;378;8912.281;179348660.0;180755730.0;108;4
23;4088.7544;38105932.0;38158628.0;48100;378;8366.646;162790270.0;164150380.0;108;4
24;4009.488;36742100.0;36789256.0;48100;378;7814.4575;146619660.0;147927460.0;108;4
25;3923.0457;35363972.0;35406380.0;48100;378;7264.5864;131112770.0;132362950.0;108;4
26;3834.833;34025656.0;34063924.0;48100;378;6749.13;116557140.0;117745860.0;108;4
27;3745.1482;32711746.0;32748310.0;48100;378;6245.865;103087080.0;104210856.0;108;4
28;3662.2378;31567184.0;31599878.0;48100;378;5769.9814;90830860.0;91886170.0;108;4
29;3577.136;30484708.0;30519628.0;48100;378;5360.288;79806536.0;80787650.0;108;4
30;3488.582;29432490.0;29471602.0;48100;378;5009.9927;70065270.0;70972880.0;108;4
31;3397.3264;28422388.0;28465784.0;48100;378;4671.211;61540260.0;62373430.0;108;4
32;3311.7815;27523212.0;27567516.0;48100;378;4390.8833;54256296.0;55015636.0;108;4
33;3231.2898;26659732.0;26706230.0;48100;378;4197.141;48180588.0;48868870.0;108;4
34;3153.502;25833456.0;25881074.0;48100;378;4097.618;43293056.0;43916256.0;108;4
35;3091.084;25200332.0;25245480.0;48100;378;4036.086;39451612.0;40015300.0;108;4
36;3048.502;24769084.0;24812254.0;48100;378;4021.3289;36470308.0;36979092.0;108;4
37;3018.2283;24406782.0;24450400.0;48100;378;4014.408;34192184.0;34653110.0;108;4
38;3001.3455;24183302.0;24225294.0;48100;378;4011.6748;32534714.0;32955938.0;108;4
39;2959.347;23748078.0;23788892.0;48100;378;4017.8066;31372606.0;31762498.0;108;4
40;2939.4282;23496742.0;23536604.0;48100;378;4039.668;30639200.0;31004824.0;108;4
41;2927.0469;23391010.0;23430910.0;48100;378;4097.9136;30335200.0;30681342.0;108;4
42;2913.7341;23253178.0;23292794.0;48100;378;4158.794;30273680.0;30608034.0;108;4
43;2903.471;23118474.0;23157744.0;48100;378;4219.296;30301264.0;30628680.0;108;4
44;2888.7568;22963856.0;23002416.0;48100;378;4277.7354;30344552.0;30668574.0;108;4
45;2876.028;22834912.0;22873268.0;48100;378;4318.5605;30315158.0;30639938.0;108;4
46;2861.5566;22714950.0;22751614.0;48100;378;4325.506;30135710.0;30460324.0;108;4
47;2847.142;22596958.0;22633628.0;48100;378;4292.961;29733250.0;30060810.0;108;4
48;2830.8926;22451706.0;22487914.0;48100;378;4227.727;29202200.0;29535246.0;108;4
49;2817.182;22341416.0;22377462.0;48100;378;4138.6226;28656472.0;28995684.0;108;4
