;rep;fold;RSQ_train;RSQ_test;RSQ_eval;pct_diff_tt;mean_ttdiff_age;mean_ttdiff_sex;mean_ttdiff_bmi;mean_ttdiff_children;mean_ttdiff_smoker;mean_ttdiff_charges
37;3;2;0.6940164566040039;0.7078979015350342;0.780103862285614;-0.019609388445606668;-0.05773545479901099;0.005527915975677367;-0.0033441844033369472;0.028121196592146624;-0.10880863539445629;-0.08055621425774084
38;3;3;0.7447472810745239;0.8008361458778381;0.7129956483840942;-0.07003787864973587;0.022099746740092074;0.09534691804735607;0.0001887281423926801;-0.060552994519277314;0.1976676074338357;0.06454870467835216
39;3;4;0.802960216999054;0.7080208659172058;0.7366596460342407;0.13409117676053084;0.010995003983625073;0.019553480227637587;-0.0423724682886919;-0.04381357622498516;-0.08263213583916973;0.011314970240937416
40;4;0;0.832088828086853;0.7021072506904602;0.7590646743774414;0.18513065812746898;-0.01939217433464835;-0.05843269939152507;0.003964977262521874;0.07159010144084776;-0.1520274732532031;-0.05614030948241999
41;4;1;0.74541175365448;0.7021853923797607;0.7603887319564819;0.06155975579073458;-0.016771050754659567;-0.07640757958839695;-0.024235869285460954;0.006665390993749076;-0.23621025308241395;-0.043786010335362224
42;4;2;0.7202023267745972;0.7616779208183289;0.7116990089416504;-0.05445292939458091;-0.03462719226624;-0.022085704076303503;0.042949588311192555;-0.04408793595474392;0.0026920193552784077;0.006853518045031093
43;4;3;0.6711809635162354;0.7354309558868408;0.7743868231773376;-0.0873637312331077;0.04019402118734505;0.1049819800720797;-0.03278334467245991;-0.09780729773401986;0.07709113607990004;-0.022007962368761014
44;4;4;0.8187427520751953;0.8501158952713013;0.7882308959960938;-0.03690454839230328;0.03168917674351435;0.05716685918303055;0.010769010908505905;0.06781389296223317;0.3501233214579338;0.11924912398271714
45;4;0;0.7567161917686462;0.7021072506904602;0.8369464874267578;0.07777863143342123;-0.01939217433464835;-0.05843269939152507;0.003964977262521874;0.07159010144084776;-0.1520274732532031;-0.05614030948241999
46;4;1;0.801482617855072;0.7021853923797607;0.8140407800674438;0.1414116934828069;-0.016771050754659567;-0.07640757958839695;-0.024235869285460954;0.006665390993749076;-0.23621025308241395;-0.043786010335362224
47;4;2;0.6976084113121033;0.7616779208183289;0.7513071298599243;-0.08411627507515351;-0.03462719226624;-0.022085704076303503;0.042949588311192555;-0.04408793595474392;0.0026920193552784077;0.006853518045031093
48;4;3;0.7007749676704407;0.7354309558868408;0.7160841822624207;-0.047123374314056776;0.04019402118734505;0.1049819800720797;-0.03278334467245991;-0.09780729773401986;0.07709113607990004;-0.022007962368761014
49;4;4;0.8528827428817749;0.8501158952713013;0.8177446126937866;0.0032546710699847825;0.03168917674351435;0.05716685918303055;0.010769010908505905;0.06781389296223317;0.3501233214579338;0.11924912398271714
