;loss;mae;mean_squared_error;r2_score;val_loss;val_mae;val_mean_squared_error;val_r2_score;test_loss;test_mae;test_mean_squared_error;test_r2_score
mean;20717139.28;2528.661552734375;20717139.28;86.60870575904846;24644370.64;2368.80205078125;24644370.64;77.14799213409424;32464660.0;2951.8946126302085;32464660.0;0.657723049322764
std;348198.66255146166;43.013225247523536;348198.66255146166;0.22362787604827547;291758.8575391899;44.97332150855703;291758.8575391899;0.18430956293463466;253060.9523652355;79.45788507384282;253060.9523652355;0.003123963454839518
min;19229838.0;2343.27734375;19229838.0;86.07708811759949;23580600.0;2203.58837890625;23580600.0;76.96455121040344;32173664.0;2900.221435546875;32173664.0;0.6558374762535095
25%;20756260.0;2532.997314453125;20756260.0;86.57942414283752;24692314.0;2376.9775390625;24692314.0;77.09124088287354;32380391.0;2906.1473388671875;32380391.0;0.6559200584888458
50%;20758162.0;2535.79296875;20758162.0;86.58307194709778;24719726.0;2382.2275390625;24719726.0;77.1022081375122;32587118.0;2912.0732421875;32587118.0;0.6560026407241821
75%;20762266.0;2536.359130859375;20762266.0;86.58379912376404;24726722.0;2389.19970703125;24726722.0;77.10840702056885;32610158.0;2977.731201171875;32610158.0;0.6586658358573914
max;21518194.0;2617.398681640625;21518194.0;87.55292892456055;24922390.0;2403.218017578125;24922390.0;77.89326310157776;32633198.0;3043.38916015625;32633198.0;0.6613290309906006
