epoch;loss;mae;mean_squared_error;r2_score;val_loss;val_mae;val_mean_squared_error;val_r2_score
0;298232288.0;12279.7939453125;298232288.0;-0.9284459948539734;127270560.0;8698.3662109375;127270560.0;0.2245834767818451
1;151183760.0;9598.421875;151183760.0;-0.0075525580905377865;186153344.0;8467.8154296875;186153344.0;-0.11401231586933136
2;126030712.0;7074.42333984375;126030712.0;0.19073991477489471;88387192.0;8362.1650390625;88387192.0;0.4575973153114319
3;75951112.0;6994.25048828125;75951112.0;0.4984307587146759;82532320.0;5671.77099609375;82532320.0;0.5116938948631287
4;60345508.0;4951.7353515625;60345508.0;0.6092884540557861;61572960.0;5173.6591796875;61572960.0;0.6065106391906738
5;55281180.0;4697.42578125;55281180.0;0.622073233127594;54309460.0;4699.57470703125;54309460.0;0.6727718114852905
6;43386456.0;4278.21337890625;43386456.0;0.7056435942649841;47292140.0;5075.8623046875;47292140.0;0.6957399845123291
7;42986432.0;4589.830078125;42986432.0;0.7107948660850525;45605436.0;4221.0234375;45605436.0;0.7195256948471069
8;39839852.0;4205.814453125;39839852.0;0.7304668426513672;41446020.0;4844.51416015625;41446020.0;0.7347820997238159
9;38924960.0;4423.27490234375;38924960.0;0.7168551087379456;43364056.0;4037.20751953125;43364056.0;0.7314884066581726
10;40983404.0;3904.962158203125;40983404.0;0.7215018272399902;39342888.0;4395.53271484375;39342888.0;0.7476285099983215
11;39747452.0;4180.79638671875;39747452.0;0.7266885638237;39740204.0;3982.568359375;39740204.0;0.7507562041282654
12;37891652.0;3977.05615234375;37891652.0;0.7466935515403748;37733252.0;4128.80029296875;37733252.0;0.7598443031311035
13;37052972.0;3928.099609375;37052972.0;0.7522075772285461;38189252.0;4027.857177734375;38189252.0;0.7581620216369629
14;37362584.0;4056.591552734375;37362584.0;0.7453110814094543;37658820.0;4089.623291015625;37658820.0;0.7605261206626892
15;36909224.0;3945.328125;36909224.0;0.7463482022285461;37068468.0;4118.66748046875;37068468.0;0.7629514932632446
16;36526272.0;3973.126220703125;36526272.0;0.7508729100227356;37320508.0;3974.192138671875;37320508.0;0.7631804347038269
17;36960484.0;3860.1123046875;36960484.0;0.752676784992218;36687104.0;4119.6240234375;36687104.0;0.7659328579902649
18;36902140.0;4147.24072265625;36902140.0;0.7574760913848877;37867700.0;4009.2890625;37867700.0;0.7603786587715149
19;36565252.0;3898.239013671875;36565252.0;0.754376232624054;36786368.0;4070.37841796875;36786368.0;0.7648709416389465
20;36139508.0;4003.700439453125;36139508.0;0.7478854060173035;37235144.0;3978.844970703125;37235144.0;0.7638587951660156
21;36764976.0;3850.688232421875;36764976.0;0.7547357678413391;35854400.0;4129.80810546875;35854400.0;0.7704101204872131
22;36031672.0;4072.53076171875;36031672.0;0.7543110847473145;35552276.0;4024.72412109375;35552276.0;0.7736561298370361
23;35111560.0;3942.274169921875;35111560.0;0.7613475918769836;35597112.0;3974.423583984375;35597112.0;0.7734229564666748
24;35188092.0;3973.1923828125;35188092.0;0.7623363137245178;36063720.0;3985.01318359375;36063720.0;0.7711338400840759
25;35094044.0;3861.7802734375;35094044.0;0.7638165950775146;34929140.0;4014.92041015625;34929140.0;0.7775137424468994
26;34606004.0;3924.197998046875;34606004.0;0.7642834186553955;34962556.0;3965.500244140625;34962556.0;0.7779796719551086
27;34287104.0;3841.769287109375;34287104.0;0.7702338099479675;34363860.0;4009.89306640625;34363860.0;0.7804902791976929
28;34131908.0;3908.549072265625;34131908.0;0.7624218463897705;34163072.0;3874.80029296875;34163072.0;0.7832348346710205
29;33926008.0;3866.279541015625;33926008.0;0.7730869650840759;33357942.0;3883.71923828125;33357942.0;0.7878010869026184
30;33411580.0;3813.2646484375;33411580.0;0.7655754089355469;33096040.0;3858.32958984375;33096040.0;0.7890169620513916
31;32818546.0;3816.647216796875;32818546.0;0.7832743525505066;32546318.0;3863.0732421875;32546318.0;0.7926385402679443
32;32331010.0;3767.4013671875;32331010.0;0.7751792073249817;32547342.0;3795.667236328125;32547342.0;0.7922477126121521
33;31811754.0;3733.745849609375;31811754.0;0.789056122303009;32270514.0;3827.90771484375;32270514.0;0.7928413152694702
34;31490280.0;3763.37646484375;31490280.0;0.787255585193634;32633508.0;3727.6337890625;32633508.0;0.7917762398719788
35;31136338.0;3635.498291015625;31136338.0;0.7702138423919678;31130596.0;3638.36865234375;31130596.0;0.8004595637321472
36;30147232.0;3581.52001953125;30147232.0;0.7958030104637146;31796010.0;3667.87841796875;31796010.0;0.7954832315444946
37;29823840.0;3543.478515625;29823840.0;0.802596390247345;31119514.0;3733.00146484375;31119514.0;0.7977539300918579
38;29325438.0;3568.893798828125;29325438.0;0.7979918122291565;31377832.0;3524.336669921875;31377832.0;0.7973277568817139
39;29194502.0;3469.938232421875;29194502.0;0.8053253293037415;29274034.0;3589.948974609375;29274038.0;0.8089513182640076
40;28239634.0;3399.17529296875;28239634.0;0.8109013438224792;28599344.0;3371.13623046875;28599348.0;0.8140650391578674
41;27710646.0;3413.25146484375;27710646.0;0.8132238984107971;29164024.0;3346.76708984375;29164024.0;0.8101361393928528
