;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches
0;9420.71;176699730.0;177329900.0;20025;158;10979.771;210789780.0;216413390.0;91;4
1;8987.514;161348290.0;162164780.0;20025;158;10977.823;210740380.0;216363410.0;91;4
2;8727.011;151663200.0;152519870.0;20025;158;10970.288;210548030.0;216168740.0;91;4
3;8522.928;143808300.0;144642420.0;20025;158;10950.731;210046720.0;215661390.0;91;4
4;8329.951;136391860.0;137177760.0;20025;158;10910.379;209015440.0;214617710.0;91;4
5;8150.505;129578090.0;130299224.0;20025;158;10839.199;207204880.0;212785330.0;91;4
6;7973.7554;123098280.0;123750584.0;20025;158;10726.067;204347820.0;209893600.0;91;4
7;7791.7524;116568584.0;117153190.0;20025;158;10559.436;200185950.0;205680800.0;91;4
8;7606.8228;110153710.0;110668420.0;20025;158;10328.462;194506610.0;199930900.0;91;4
9;7416.5522;103891096.0;104336400.0;20025;158;10024.11;187180580.0;192512000.0;91;4
10;7214.6094;97646380.0;98031040.0;20025;158;9640.618;178185060.0;183399400.0;91;4
11;7005.2783;91514260.0;91853360.0;20025;158;9190.225;167625710.0;172697780.0;91;4
12;6794.6963;85613780.0;85920184.0;20025;158;8681.985;155725360.0;160629780.0;91;4
13;6572.0425;79819210.0;80100024.0;20025;158;8123.815;142805400.0;147517460.0;91;4
14;6332.1763;74102220.0;74356216.0;20025;158;7528.0674;129263100.0;133759230.0;91;4
15;6084.087;68683660.0;68887180.0;20025;158;6959.296;115530860.0;119789260.0;91;4
16;5837.282;63698840.0;63832660.0;20025;158;6444.168;102042380.0;106043304.0;91;4
17;5588.899;59076180.0;59167824.0;20025;158;5953.6436;89210000.0;92936210.0;91;4
18;5335.339;54722190.0;54795720.0;20025;158;5511.7397;77401350.0;80838904.0;91;4
19;5084.464;50682892.0;50736880.0;20025;158;5128.162;66903730.0;70042710.0;91;4
20;4864.805;47115590.0;47162380.0;20025;158;4788.974;57883280.0;60718092.0;91;4
21;4694.606;44186548.0;44208536.0;20025;158;4487.8745;50398520.0;52927644.0;91;4
22;4540.8013;41649210.0;41638356.0;20025;158;4273.0425;44441760.0;46668064.0;91;4
23;4396.2163;39431770.0;39402270.0;20025;158;4187.378;39941052.0;41871876.0;91;4
24;4260.045;37579684.0;37518670.0;20025;158;4254.1533;36758850.0;38405000.0;91;4
