;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches
0;9580.447;178928780.0;180675970.0;20025;159;11483.662;241785020.0;244144350.0;91;4
1;9082.373;158817940.0;160274200.0;20025;159;11480.984;241713730.0;244072770.0;91;4
2;8754.016;146983070.0;148201940.0;20025;159;11467.439;241348180.0;243705230.0;91;4
3;8474.973;137379660.0;138390260.0;20025;159;11427.919;240281600.0;242632420.0;91;4
4;8193.8955;128249060.0;129064830.0;20025;159;11344.183;238028110.0;240365900.0;91;4
5;7931.866;119894030.0;120540264.0;20025;159;11196.912;234089310.0;236404960.0;91;4
6;7678.8364;112074504.0;112578470.0;20025;159;10966.645;227999410.0;230281340.0;91;4
7;7409.861;104170696.0;104547780.0;20025;159;10635.596;219401180.0;221636590.0;91;4
8;7145.0874;96639710.0;96912910.0;20025;159;10189.999;208123800.0;210299200.0;91;4
9;6888.589;89624550.0;89807450.0;20025;159;9623.606;194235520.0;196337730.0;91;4
10;6633.47;82988296.0;83094230.0;20025;159;8943.963;178062110.0;180079170.0;91;4
11;6380.803;76780136.0;76833170.0;20025;159;8211.331;160156600.0;162078100.0;91;4
12;6134.473;71066776.0;71067360.0;20025;159;7447.9854;141224270.0;143041070.0;91;4
13;5885.08;65650550.0;65552856.0;20025;159;6675.9165;122048840.0;123751896.0;91;4
14;5635.1123;60672772.0;60424184.0;20025;159;5980.1943;103449896.0;105029130.0;91;4
15;5394.815;56287972.0;55944396.0;20025;159;5419.3315;86216010.0;87659944.0;91;4
16;5192.055;52548576.0;52185204.0;20025;159;5096.1045;71023390.0;72320330.0;91;4
17;5019.783;49359670.0;48980440.0;20025;159;4857.059;58475730.0;59615852.0;91;4
18;4838.5195;46464090.0;45983028.0;20025;159;4735.5815;49120030.0;50098496.0;91;4
19;4695.1484;44361460.0;43846710.0;20025;159;4833.7573;43267092.0;44085376.0;91;4
20;4582.542;42986572.0;42450616.0;20025;159;5236.4507;40973520.0;41638344.0;91;4
21;4535.892;42491504.0;41948270.0;20025;159;5832.01;42056670.0;42577736.0;91;4
22;4515.4473;42299412.0;41747140.0;20025;159;6357.4795;46067464.0;46458012.0;91;4
23;4501.878;42421840.0;41932028.0;20025;159;6796.4717;52299012.0;52575264.0;91;4
24;4514.072;43068500.0;42535836.0;20025;159;7127.5264;59922736.0;60099428.0;91;4
