epoch;loss;mae;mean_squared_error;r2_score;val_loss;val_mae;val_mean_squared_error;val_r2_score
0;256610224.0;12033.5380859375;256610224.0;-0.7197199463844299;120477488.0;7070.62548828125;120477488.0;0.25050511956214905
1;114183888.0;7056.205078125;114183888.0;0.241285040974617;85420824.0;7936.54345703125;85420824.0;0.45167022943496704
2;61976532.0;5695.90185546875;61976532.0;0.5707483887672424;45499776.0;4200.64404296875;45499776.0;0.7125142216682434
3;48754364.0;4378.8115234375;48754364.0;0.6684747338294983;62660332.0;5192.54052734375;62660332.0;0.6128830909729004
4;49436796.0;4640.09912109375;49436796.0;0.6668582558631897;40413856.0;4386.40625;40413856.0;0.7459222078323364
5;41410532.0;4367.68212890625;41410532.0;0.7205816507339478;40544496.0;4909.98974609375;40544496.0;0.7435189485549927
6;40076928.0;4320.1728515625;40076928.0;0.7243761420249939;38949792.0;4302.8134765625;38949792.0;0.755414605140686
7;37880688.0;4194.30712890625;37880688.0;0.745624840259552;49079604.0;4236.7900390625;49079604.0;0.6966373920440674
8;39990792.0;3959.05712890625;39990792.0;0.7219246029853821;38336680.0;4014.228759765625;38336680.0;0.7590532898902893
9;38867176.0;3881.08642578125;38867176.0;0.7169632315635681;38632048.0;4264.63671875;38632048.0;0.7563403844833374
10;36058080.0;3985.942138671875;36058080.0;0.758296549320221;39588148.0;4017.981201171875;39588148.0;0.7539952993392944
11;36091920.0;4071.7666015625;36091920.0;0.7529310584068298;40401144.0;3958.4638671875;40401144.0;0.7496914863586426
12;36673796.0;3918.25341796875;36673796.0;0.7509675025939941;39740308.0;3948.253173828125;39740308.0;0.7539938688278198
13;35151816.0;3738.322509765625;35151816.0;0.759946346282959;36780340.0;4059.2529296875;36780340.0;0.7693082690238953
14;36410164.0;3890.92236328125;36410164.0;0.7519909739494324;37752376.0;3961.3603515625;37752376.0;0.766071081161499
15;35941576.0;4067.619140625;35941576.0;0.7567830681800842;39248024.0;3964.157958984375;39248024.0;0.7576301097869873
16;33856128.0;3851.105224609375;33856128.0;0.7704994082450867;35887712.0;3913.15087890625;35887712.0;0.7770114541053772
17;33316280.0;3749.3955078125;33316280.0;0.771525502204895;35638156.0;3864.60986328125;35638156.0;0.7793381214141846
18;33222860.0;3738.26611328125;33222860.0;0.7686859965324402;36016196.0;4105.2998046875;36016196.0;0.7743256688117981
19;33274028.0;3874.9775390625;33274028.0;0.7642709016799927;43164440.0;4006.070556640625;43164440.0;0.7355494499206543
