epoch;loss;mae;mean_squared_error;r2_score;val_loss;val_mae;val_mean_squared_error;val_r2_score
0;251485312.0;11879.369140625;251485312.0;-0.7385554909706116;119387656.0;7226.05615234375;119387656.0;0.2573279142379761
1;118540424.0;7138.5751953125;118540424.0;0.20488837361335754;117472624.0;9540.5419921875;117472624.0;0.26400226354599
2;82502528.0;6815.96142578125;82502528.0;0.418541818857193;53771768.0;4944.46240234375;53771768.0;0.668703019618988
3;52878132.0;4570.3681640625;52878132.0;0.6384418606758118;54884684.0;4689.20654296875;54884684.0;0.6616302728652954
4;42898564.0;4423.6357421875;42898564.0;0.7102683782577515;43082404.0;4766.0986328125;43082404.0;0.7317359447479248
