epoch;loss;mae;mean_squared_error;r2_score;val_loss;val_mae;val_mean_squared_error;val_r2_score
0;278700448.0;12229.1240234375;278700448.0;-0.6889692544937134;96590344.0;6297.84912109375;96590344.0;0.21504226326942444
1;115924848.0;7014.7529296875;115924848.0;0.2867062985897064;142399280.0;10731.5322265625;142399280.0;-0.31719398498535156
2;72311528.0;6219.263671875;72311528.0;0.5512569546699524;62370240.0;5756.53173828125;62370240.0;0.4237669110298157
3;55028564.0;4559.54638671875;55028564.0;0.6574811935424805;85328936.0;7069.37451171875;85328936.0;0.26027095317840576
4;49672808.0;4738.25732421875;49672808.0;0.6891433000564575;43278892.0;4174.7119140625;43278892.0;0.6124457120895386
5;44483604.0;4266.45458984375;44483604.0;0.722564160823822;51216960.0;4784.16552734375;51216960.0;0.5185859203338623
6;40486176.0;4335.833984375;40486176.0;0.7459663152694702;44192836.0;4308.7255859375;44192836.0;0.6056419014930725
7;37214064.0;3713.230712890625;37214064.0;0.7637845277786255;44746428.0;4468.20458984375;44746428.0;0.5936577320098877
8;36790480.0;3582.38134765625;36790480.0;0.7732144594192505;44006620.0;3872.876220703125;44006620.0;0.5874730348587036
9;37803208.0;3865.293212890625;37803208.0;0.7606536149978638;42918588.0;4331.5830078125;42918588.0;0.6137461066246033
10;36018268.0;3901.42236328125;36018268.0;0.7742623090744019;43733560.0;4415.61962890625;43733560.0;0.6093878149986267
11;34960852.0;3566.272705078125;34960852.0;0.7628075480461121;40235248.0;3846.52783203125;40235248.0;0.6266264915466309
12;35740812.0;3757.835693359375;35740812.0;0.770268976688385;39674764.0;4007.62158203125;39674764.0;0.6429657936096191
13;34363844.0;3702.26318359375;34363844.0;0.7867890000343323;39135876.0;3982.39306640625;39135876.0;0.6473925113677979
14;36079444.0;3759.01025390625;36079444.0;0.765356719493866;37812624.0;3803.265869140625;37812624.0;0.6511732935905457
15;34256944.0;3627.970703125;34256944.0;0.7802662253379822;37694692.0;3829.72021484375;37694692.0;0.652819037437439
16;33751740.0;3683.572998046875;33751740.0;0.7899143099784851;38321328.0;3995.520263671875;38321328.0;0.6535558700561523
17;33406392.0;3669.257568359375;33406392.0;0.7906371355056763;40807844.0;4204.28369140625;40807844.0;0.6358075141906738
18;33803560.0;3634.681396484375;33803560.0;0.7840152382850647;36009636.0;3752.40283203125;36009632.0;0.666412889957428
19;31916704.0;3568.854248046875;31916704.0;0.7972860336303711;37015236.0;3891.586669921875;37015236.0;0.6664489507675171
20;32822974.0;3611.599853515625;32822974.0;0.7887369394302368;36506812.0;3850.919921875;36506812.0;0.6710802316665649
21;33061938.0;3627.233642578125;33061938.0;0.7842793464660645;34188920.0;3670.90771484375;34188920.0;0.6836369037628174
22;32796564.0;3576.455810546875;32796564.0;0.79267817735672;34064880.0;3676.3349609375;34064880.0;0.6845145225524902
23;31908356.0;3549.835693359375;31908356.0;0.8021798729896545;38835156.0;4117.52099609375;38835156.0;0.6516640186309814
24;30724596.0;3452.6396484375;30724596.0;0.806402325630188;32438220.0;3575.89404296875;32438220.0;0.7011604309082031
25;30002028.0;3409.633544921875;30002028.0;0.8107894062995911;31541764.0;3520.73486328125;31541768.0;0.7085708379745483
26;28657406.0;3337.890380859375;28657406.0;0.8098151087760925;32094338.0;3570.615966796875;32094338.0;0.7068694233894348
27;28433960.0;3265.646240234375;28433960.0;0.8217018246650696;30947804.0;3453.425048828125;30947804.0;0.7083084583282471
28;28085646.0;3314.890869140625;28085646.0;0.8188204169273376;30644626.0;3478.237060546875;30644626.0;0.7177963256835938
29;26711552.0;3168.18896484375;26711552.0;0.8314037322998047;29896682.0;3423.727294921875;29896682.0;0.7234276533126831
30;26388780.0;3110.49560546875;26388780.0;0.8299276232719421;28438024.0;3231.548583984375;28438024.0;0.7309715151786804
31;27529512.0;3125.629638671875;27529512.0;0.8262645602226257;28062432.0;3227.39599609375;28062432.0;0.73594731092453
32;26675074.0;3053.65966796875;26675074.0;0.8298569321632385;29834240.0;3382.3125;29834240.0;0.7262953519821167
33;26245990.0;3179.576171875;26245990.0;0.8376842737197876;32468366.0;3415.59375;32468366.0;0.7077609300613403
34;27232898.0;3031.673095703125;27232898.0;0.8277891874313354;26447332.0;3002.201416015625;26447332.0;0.7463469505310059
35;24706430.0;2882.7900390625;24706430.0;0.8467218279838562;25643218.0;2921.568115234375;25643218.0;0.7584353685379028
36;23338694.0;2862.61572265625;23338694.0;0.8535534739494324;27371836.0;3061.858642578125;27371836.0;0.7466402053833008
37;23442880.0;2825.685546875;23442880.0;0.8479441404342651;25144330.0;2817.177001953125;25144330.0;0.7644808292388916
38;22708374.0;2813.0048828125;22708374.0;0.8614786863327026;25485600.0;2819.103271484375;25485600.0;0.7620742321014404
39;22499108.0;2689.2529296875;22499108.0;0.861664354801178;24751348.0;2744.4267578125;24751348.0;0.7634056806564331
40;22914996.0;2641.054443359375;22914996.0;0.8570863008499146;25152914.0;2756.98779296875;25152914.0;0.7633580565452576
41;22027288.0;2684.575927734375;22027288.0;0.8626551032066345;24432046.0;2629.0771484375;24432046.0;0.7713183164596558
42;22203128.0;2725.855712890625;22203128.0;0.8626415133476257;23747032.0;2577.09033203125;23747032.0;0.7736762762069702
43;22140438.0;2590.645751953125;22140438.0;0.8627997636795044;24653748.0;2638.56298828125;24653748.0;0.768134593963623
44;22371238.0;2579.354248046875;22371238.0;0.8528342843055725;23340348.0;2537.209716796875;23340348.0;0.7770093679428101
45;22502240.0;2770.593505859375;22502240.0;0.8597755432128906;24351160.0;2548.94140625;24351160.0;0.7733430862426758
46;22128416.0;2748.667724609375;22128416.0;0.8598377108573914;29402214.0;2982.267578125;29402214.0;0.7320634126663208
47;22920258.0;2687.3583984375;22920258.0;0.852173388004303;26293700.0;2690.992431640625;26293700.0;0.7572624683380127
48;23136216.0;2734.802001953125;23136216.0;0.8519298434257507;23489752.0;2445.87353515625;23489752.0;0.7799249887466431
49;22575418.0;2582.20361328125;22575418.0;0.8622112274169922;23841882.0;2456.43798828125;23841882.0;0.7751717567443848
50;21132852.0;2494.51513671875;21132852.0;0.8699222803115845;25594000.0;2559.25146484375;25594000.0;0.7649384140968323
51;21793940.0;2710.7978515625;21793940.0;0.8624588847160339;24014972.0;2448.333984375;24014972.0;0.7752361297607422
52;21313658.0;2478.60009765625;21313658.0;0.8644188642501831;23333964.0;2378.285400390625;23333964.0;0.7794092893600464
53;21129310.0;2601.271728515625;21129310.0;0.8543448448181152;25452012.0;2537.640869140625;25452012.0;0.7657451629638672
54;21271640.0;2630.135986328125;21271640.0;0.8600141406059265;23883738.0;2405.5703125;23883738.0;0.7755635976791382
55;21058636.0;2548.266357421875;21058636.0;0.8652495741844177;24582922.0;2471.326416015625;24582922.0;0.7713446617126465
56;21162482.0;2575.893798828125;21162482.0;0.8602821230888367;29212534.0;2982.953369140625;29212534.0;0.7334874868392944
