;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches;test_loss;test_mae;test_mean_squared_error;test_r2_score
mean;4258.24462890625;38718592.0;38542564.0;20025.0;158.33333333333334;5767.958984375;48803280.0;49746836.0;91.0;4.0;65948788.0;6617.743001302083;65948788.0;0.5095463891824087
std;256.7326354980469;3907000.5;3592479.5;0.0;0.5773502691896258;1442.882568359375;11609613.0;10880993.0;0.0;0.0;10405553.897275435;529.2432332519277;10405553.897275435;0.04820433787166694
min;4000.615966796875;35507596.0;35573180.0;20025.0;158.0;4254.1533203125;36758848.0;38405000.0;91.0;4.0;54870300.0;6186.5185546875;54870300.0;0.4566967189311981
25%;4130.3304443359375;36543640.0;36545926.0;20025.0;158.0;5088.175048828125;43243554.0;44570542.0;91.0;4.0;61165098.0;6322.431884765625;61165098.0;0.4887702018022537
50%;4260.044921875;37579684.0;37518672.0;20025.0;158.0;5922.19677734375;49728260.0;50736084.0;91.0;4.0;67459896.0;6458.34521484375;67459896.0;0.5208436846733093
75%;4387.058349609375;40324092.0;40027254.0;20025.0;158.5;6524.861572265625;54825498.0;55417756.0;91.0;4.0;71488032.0;6833.355224609375;71488032.0;0.5359712243080139
max;4514.07177734375;43068500.0;42535836.0;20025.0;159.0;7127.5263671875;59922736.0;60099428.0;91.0;4.0;75516168.0;7208.365234375;75516168.0;0.5510987639427185
