;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches
count;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0
mean;2760.3212890625;21752488.0;21777986.0;48120.0;378.2;4199.47216796875;29401872.0;29489086.0;108.0;4.0
std;112.05181884765625;1431014.25;1411474.375;25.0;0.408248290463863;399.96160888671875;5822236.0;5730612.5;0.0;0.0
min;2516.705078125;18497750.0;18570358.0;48100.0;378.0;3332.04345703125;17406428.0;17661536.0;108.0;4.0
25%;2679.6845703125;20909032.0;20797930.0;48100.0;378.0;3951.266357421875;25805850.0;25838526.0;108.0;4.0
50%;2773.681396484375;22149012.0;22174554.0;48100.0;378.0;4171.47998046875;28656472.0;28995684.0;108.0;4.0
75%;2826.57861328125;22745094.0;22781120.0;48150.0;378.0;4454.71337890625;32160826.0;31973756.0;108.0;4.0
max;3020.4404296875;24592512.0;24520170.0;48150.0;379.0;5043.76171875;40804736.0;40258328.0;108.0;4.0
