;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches
count;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0
mean;2721.2421875;21486270.0;21514186.0;48120.0;378.2;3751.57275390625;29590064.0;30051636.0;108.0;4.0
std;104.54621887207031;1309648.875;1301690.25;25.0;0.408248290463863;383.975341796875;7407283.0;7710560.5;0.0;0.0
min;2487.059814453125;18415500.0;18488122.0;48100.0;378.0;3147.53759765625;18476548.0;18734128.0;108.0;4.0
25%;2676.81884765625;20466472.0;20487854.0;48100.0;378.0;3565.32763671875;24924480.0;25131972.0;108.0;4.0
50%;2725.347900390625;21680022.0;21705348.0;48100.0;378.0;3676.17919921875;28657808.0;29233702.0;108.0;4.0
75%;2793.8701171875;22457248.0;22463340.0;48150.0;378.0;3908.815673828125;32813152.0;33598416.0;108.0;4.0
max;2873.9208984375;23431504.0;23514486.0;48150.0;379.0;4566.275390625;46247084.0;47951104.0;108.0;4.0
