;rep;fold;RSQ_train;RSQ_test;RSQ_eval;pct_diff_tt;mean_ttdiff_age;mean_ttdiff_sex;mean_ttdiff_bmi;mean_ttdiff_children;mean_ttdiff_smoker;mean_ttdiff_charges
11;1;1;0.8509008288383484;0.7847926616668701;0.8324980735778809;0.08423647467735873;0.0483208457135873;0.005527915975677367;0.007867928081272124;0.036755175113255545;-0.042513675964071185;0.031480617640312625
12;1;2;0.8427600860595703;0.7433249950408936;0.8366657495498657;0.13377068130637304;-0.06481890244298294;-0.06743653992809684;-0.016300648148907304;0.08037436408590182;0.14340270478592942;0.05883905728018335
13;1;3;0.8470672965049744;0.8170550465583801;0.8560059070587158;0.0367322251701554;0.011659906581909407;-0.01750574213172762;0.019953408017486796;-0.08957709897803623;-0.1480560803420503;-0.061477188007846295
14;1;4;0.8591362833976746;0.8506273627281189;0.8215970993041992;0.010003111870591663;-0.033809085562188645;0.05716685918303055;0.004975023338662732;0.024291614915802562;0.1487577148282957;0.010251341340740128
15;1;0;0.8452533483505249;0.8375381231307983;0.8333881497383118;0.009211789895469336;0.04048264607921337;0.0241080841147423;-0.016223406399279328;-0.04827090246148802;-0.08690850679338735;-0.037291711494574886
16;1;1;0.8447316288948059;0.7847926616668701;0.8230368494987488;0.07637554497595289;0.0483208457135873;0.005527915975677367;0.007867928081272124;0.036755175113255545;-0.042513675964071185;0.031480617640312625
17;1;2;0.8467269539833069;0.7433249950408936;0.8471561074256897;0.1391073347893068;-0.06481890244298294;-0.06743653992809684;-0.016300648148907304;0.08037436408590182;0.14340270478592942;0.05883905728018335
18;1;3;0.8315398097038269;0.8170550465583801;0.8128191828727722;0.017728013805752507;0.011659906581909407;-0.01750574213172762;0.019953408017486796;-0.08957709897803623;-0.1480560803420503;-0.061477188007846295
19;1;4;0.8518266081809998;0.8506273627281189;0.849463701248169;0.0014098364400536578;-0.033809085562188645;0.05716685918303055;0.004975023338662732;0.024291614915802562;0.1487577148282957;0.010251341340740128
20;2;0;0.8327316045761108;0.8064178824424744;0.8449166417121887;0.03263038023653153;-0.1272486611392255;0.08068679160588021;-0.01819153469361856;-0.039897885677455336;0.16762883694733888;0.030073394038905077
21;2;1;0.8508096933364868;0.8297255039215088;0.8625141382217407;0.025411041742514184;0.08514841417492347;0.0428269102249943;0.017127970271073822;0.015225669597219493;-0.10880863539445629;-0.005258434918446575
22;2;2;0.8312296867370605;0.7850224375724792;0.8273192644119263;0.05886105536991759;-0.030283863206961192;0.0428269102249943;0.008660713809698573;-0.014607812003810894;0.16762883694733888;0.050120447926917944
23;2;3;0.8468562960624695;0.8066890239715576;0.834707498550415;0.04979275891613977;0.02610948529430046;-0.12547828727604016;-0.046715978796597835;-0.039611019220897714;-0.19071555292726194;-0.1046865890321409
24;2;4;0.8480709195137024;0.8269243240356445;0.792547345161438;0.025572588522799755;0.052104061168701366;-0.035831357592000845;0.03999423424478765;0.08101766206453376;-0.015423901940755824;0.03267168052680125
25;2;0;0.8569117784500122;0.8064178824424744;0.8507683277130127;0.06261504997210898;-0.1272486611392255;0.08068679160588021;-0.01819153469361856;-0.039897885677455336;0.16762883694733888;0.030073394038905077
26;2;1;0.8352624177932739;0.8297255039215088;0.8300763368606567;0.0066731875127330476;0.08514841417492347;0.0428269102249943;0.017127970271073822;0.015225669597219493;-0.10880863539445629;-0.005258434918446575
27;2;2;0.8525198101997375;0.7850224375724792;0.8019968271255493;0.08598145657591649;-0.030283863206961192;0.0428269102249943;0.008660713809698573;-0.014607812003810894;0.16762883694733888;0.050120447926917944
28;2;3;0.8510552048683167;0.8066890239715576;0.8501643538475037;0.05499787350313978;0.02610948529430046;-0.12547828727604016;-0.046715978796597835;-0.039611019220897714;-0.19071555292726194;-0.1046865890321409
29;2;4;0.855094313621521;0.8269243240356445;0.8485735654830933;0.03406598254166515;0.052104061168701366;-0.035831357592000845;0.03999423424478765;0.08101766206453376;-0.015423901940755824;0.03267168052680125
30;3;0;0.8460608124732971;0.7925959825515747;0.8629502654075623;0.06745533802682813;0.028437125633631988;-0.11196728833229874;0.03656424948712167;0.054112526238522474;-0.06481107973645284;0.011427644236952084
31;3;1;0.8643552660942078;0.7670661211013794;0.8371860980987549;0.12683280139284125;-0.002744930211521779;-0.003710651916020602;0.009491975971627875;0.023815314508077057;0.07207020453289092;-0.004327711992725525
32;3;2;0.8453772664070129;0.7836065888404846;0.8187842965126038;0.07882868577959679;-0.05773545479901099;0.005527915975677367;-0.0033441844033369472;0.028121196592146624;-0.10880863539445629;-0.08055621425774084
33;3;3;0.8394073843955994;0.8765366077423096;0.8372297286987305;-0.042359010472299286;0.022099746740092074;0.09534691804735607;0.0001887281423926801;-0.060552994519277314;0.1976676074338357;0.06454870467835216
34;3;4;0.8459295034408569;0.7862977981567383;0.8166986703872681;0.07583857594909849;0.010995003983625073;0.019553480227637587;-0.0423724682886919;-0.04381357622498516;-0.08263213583916973;0.011314970240937416
35;3;0;0.8439893126487732;0.7925959825515747;0.8260854482650757;0.0648417746602119;0.028437125633631988;-0.11196728833229874;0.03656424948712167;0.054112526238522474;-0.06481107973645284;0.011427644236952084
