;mean_absolute_error;mean_squared_error;loss;num_examples;num_batches;val_mean_absolute_error;val_mean_squared_error;val_loss;val_num_examples;val_num_batches
0;6305.076;90025944.0;90382904.0;48100;378;14041.234;377841100.0;379845600.0;108;4
1;6037.885;82347000.0;82659900.0;48100;378;14038.744;377760740.0;379765200.0;108;4
2;5884.399;78004990.0;78291370.0;48100;378;14027.72;377389500.0;379394100.0;108;4
3;5739.9126;74194170.0;74457370.0;48100;378;14000.204;376436960.0;378441950.0;108;4
4;5600.1665;70638260.0;70879384.0;48100;378;13948.01;374588740.0;376594050.0;108;4
5;5460.6836;67205340.0;67423590.0;48100;378;13863.761;371533730.0;373538600.0;108;4
6;5331.743;64057224.0;64255108.0;48100;378;13740.587;366965300.0;368968300.0;108;4
7;5201.577;61012370.0;61193068.0;48100;378;13571.9375;360596670.0;362594900.0;108;4
8;5074.9556;58104604.0;58267172.0;48100;378;13350.793;352147900.0;354136830.0;108;4
9;4950.5967;55289624.0;55435904.0;48100;378;13068.737;341322340.0;343296400.0;108;4
10;4831.7373;52631416.0;52762308.0;48100;378;12717.686;327886430.0;329837980.0;108;4
11;4716.314;50132136.0;50249904.0;48100;378;12288.783;311664770.0;313584420.0;108;4
12;4602.921;47684564.0;47791424.0;48100;378;11772.47;292575840.0;294453400.0;108;4
13;4488.1855;45269132.0;45363976.0;48100;378;11162.471;270752400.0;272575500.0;108;4
14;4377.1235;43014164.0;43095050.0;48100;378;10462.742;246643020.0;248397840.0;108;4
15;4268.7524;40852836.0;40921988.0;48100;378;9682.217;220970620.0;222641580.0;108;4
16;4161.108;38841760.0;38901760.0;48100;378;8838.7705;194653900.0;196224740.0;108;4
17;4043.0034;36895120.0;36950244.0;48100;378;7962.078;168561180.0;170015870.0;108;4
18;3925.9097;35070156.0;35116116.0;48100;378;7106.8535;143466640.0;144789440.0;108;4
19;3804.0159;33307578.0;33350270.0;48100;378;6300.8584;120010220.0;121188410.0;108;4
20;3687.6145;31728768.0;31771330.0;48100;378;5581.705;98815330.0;99840000.0;108;4
21;3580.7136;30396230.0;30441570.0;48100;378;4995.3027;80258130.0;81125000.0;108;4
22;3478.7705;29206322.0;29251384.0;48100;378;4532.539;64596304.0;65303244.0;108;4
23;3352.9966;27715936.0;27763058.0;48100;378;4249.037;51863376.0;52412600.0;108;4
24;3277.9116;26915992.0;26960630.0;48100;378;4219.5723;42250344.0;42651696.0;108;4
25;3228.587;26352836.0;26389720.0;48100;378;4258.065;35755936.0;36020960.0;108;4
26;3181.4163;25905192.0;25941760.0;48100;378;4357.4097;32177668.0;32320594.0;108;4
27;3131.3943;25335390.0;25375504.0;48100;378;4497.981;31150908.0;31195678.0;108;4
28;3077.4756;24772462.0;24811000.0;48100;378;4742.078;32127808.0;32100352.0;108;4
29;3071.0413;24715034.0;24753712.0;48100;378;5018.639;34417224.0;34341948.0;108;4
30;3079.7595;24867082.0;24904144.0;48100;378;5280.2373;37057120.0;36960260.0;108;4
31;3065.3098;24740908.0;24779750.0;48100;378;5499.637;39299224.0;39201356.0;108;4
32;3051.2783;24648962.0;24687108.0;48100;378;5613.953;40554388.0;40473496.0;108;4
33;3030.2642;24441926.0;24479874.0;48100;378;5632.111;40769264.0;40715264.0;108;4
34;3003.8645;24194018.0;24231016.0;48100;378;5539.699;39887652.0;39865544.0;108;4
35;2976.081;23920892.0;23956768.0;48100;378;5367.2305;38237760.0;38252092.0;108;4
36;2950.2014;23648218.0;23681682.0;48100;378;5150.4443;36289830.0;36341156.0;108;4
37;2921.445;23364572.0;23397486.0;48100;378;4916.131;34207136.0;34292336.0;108;4
38;2898.2444;23130296.0;23163276.0;48100;378;4682.167;32199590.0;32316406.0;108;4
39;2884.482;23005924.0;23038528.0;48100;378;4480.8345;30483356.0;30627328.0;108;4
40;2876.7415;22933862.0;22966346.0;48100;378;4314.093;29042800.0;29208868.0;108;4
41;2870.6736;22860236.0;22892706.0;48100;378;4183.38;27943214.0;28124670.0;108;4
42;2866.7405;22806062.0;22836730.0;48100;378;4082.4646;27154362.0;27348078.0;108;4
43;2862.5557;22755144.0;22786030.0;48100;378;4004.7773;26597652.0;26798600.0;108;4
44;2859.4722;22694730.0;22726648.0;48100;378;3937.7644;26146730.0;26350652.0;108;4
45;2855.127;22627968.0;22660262.0;48100;378;3873.1616;25766722.0;25968142.0;108;4
46;2851.8618;22568944.0;22601790.0;48100;378;3812.762;25501062.0;25692272.0;108;4
47;2848.9626;22513522.0;22545706.0;48100;378;3740.9246;25298248.0;25475996.0;108;4
48;2838.8728;22384900.0;22417918.0;48100;378;3651.38;25083684.0;25243852.0;108;4
49;2849.5217;22495964.0;22525630.0;48100;378;3540.1372;24791480.0;24934596.0;108;4
