epoch;loss;mae;mean_squared_error;r2_score;val_loss;val_mae;val_mean_squared_error;val_r2_score
0;259963008.0;12000.9052734375;259963008.0;-0.7211865782737732;119738736.0;7127.150390625;119738736.0;0.2455676794052124
1;117235624.0;7268.3720703125;117235624.0;0.2014804631471634;114116728.0;9489.3916015625;114116728.0;0.28075075149536133
2;78915032.0;6328.30712890625;78915032.0;0.46546363830566406;42226408.0;4127.3681640625;42226408.0;0.731895387172699
3;59621480.0;4860.90283203125;59621480.0;0.5962675213813782;59543496.0;4791.72265625;59543496.0;0.6243051290512085
4;46400532.0;4700.9716796875;46400532.0;0.6873778104782104;38963096.0;4349.37548828125;38963096.0;0.7532521486282349
5;41008828.0;4426.095703125;41008828.0;0.7038715481758118;38589648.0;4259.19287109375;38589648.0;0.7557251453399658
6;38808596.0;4025.3916015625;38808596.0;0.741631031036377;37431780.0;4381.9111328125;37431780.0;0.7629482746124268
7;37985432.0;4086.48974609375;37985432.0;0.7449655532836914;36452448.0;3972.95703125;36452448.0;0.7692652940750122
8;37853676.0;4007.098388671875;37853676.0;0.7454695105552673;37532164.0;3802.58544921875;37532164.0;0.7626516819000244
9;37331492.0;4014.8349609375;37331492.0;0.7492390871047974;37053108.0;3830.967529296875;37053108.0;0.765688419342041
10;37422528.0;3940.310791015625;37422528.0;0.7359776496887207;35294216.0;4174.33544921875;35294212.0;0.7766253352165222
11;36249404.0;3964.767333984375;36249404.0;0.7596977949142456;35369092.0;3924.73876953125;35369092.0;0.7762447595596313
12;35769256.0;3984.676513671875;35769256.0;0.756046712398529;35542948.0;3844.898193359375;35542948.0;0.7751985788345337
13;35233064.0;3837.13427734375;35233064.0;0.7622441053390503;34811060.0;4176.6591796875;34811060.0;0.7796239852905273
14;37558852.0;4054.148681640625;37558852.0;0.7494336366653442;33455408.0;3975.437255859375;33455408.0;0.7882975339889526
15;34857740.0;3977.37451171875;34857740.0;0.7686794996261597;34847860.0;3827.277587890625;34847860.0;0.7796214818954468
16;34157436.0;3854.062744140625;34157436.0;0.7708953619003296;32774346.0;3960.10498046875;32774346.0;0.7926247119903564
17;34158080.0;3932.65380859375;34158080.0;0.7683526277542114;32435684.0;3932.751708984375;32435684.0;0.7947772741317749
18;33614528.0;3899.96826171875;33614528.0;0.7691877484321594;31734346.0;3908.641845703125;31734346.0;0.7991814613342285
19;33694532.0;3888.556884765625;33694532.0;0.7676626443862915;37902928.0;3837.4814453125;37902928.0;0.7604489326477051
20;35450412.0;3878.724853515625;35450412.0;0.7574249505996704;32371122.0;3703.754150390625;32371122.0;0.795197606086731
21;35014356.0;3769.502685546875;35014356.0;0.7473592758178711;33917556.0;4215.26025390625;33917556.0;0.785589873790741
22;32351940.0;3765.7919921875;32351940.0;0.7765411734580994;33491702.0;3587.64599609375;33491702.0;0.7881660461425781
23;31054314.0;3661.619384765625;31054314.0;0.7891926765441895;28919646.0;3526.970458984375;28919646.0;0.8168845176696777
24;29688158.0;3625.007568359375;29688158.0;0.7987494468688965;28504762.0;3634.321533203125;28504762.0;0.8195230960845947
25;28735010.0;3547.9111328125;28735010.0;0.8037806749343872;27537270.0;3403.58984375;27537270.0;0.8255422115325928
26;27729600.0;3371.19384765625;27729600.0;0.8027902245521545;27633264.0;3303.41357421875;27633262.0;0.824898898601532
27;27324436.0;3335.494140625;27324436.0;0.8161331415176392;27876148.0;3683.5361328125;27876148.0;0.8235507011413574
28;27246320.0;3347.849853515625;27246320.0;0.8144212365150452;26782946.0;3134.802734375;26782946.0;0.8301752805709839
29;25461408.0;3124.43359375;25461408.0;0.8230026960372925;25452242.0;3252.59033203125;25452242.0;0.8385728001594543
30;24878948.0;3105.57177734375;24878948.0;0.8296060562133789;25894388.0;3015.553466796875;25894388.0;0.8357201814651489
31;25117962.0;3125.336669921875;25117962.0;0.8261792063713074;24939920.0;3169.903564453125;24939920.0;0.8418749570846558
